16:30:42 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:38:09 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:11 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:12 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:13 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:14 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:38:15 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:16 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:17 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:38:18 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:19 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:20 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:38:21 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:22 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:23 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:38:24 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:25 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:26 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:38:27 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:28 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:29 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:38:30 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:31 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:33 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:38:33 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:34 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:36 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:38:37 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:38 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:39 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:40 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:38:41 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:42 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:43 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:38:44 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:45 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:46 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:38:47 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:48 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:50 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:51 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:52 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:38:53 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:54 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:55 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:38:56 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:38:57 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:38:58 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:38:59 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:00 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:01 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:39:02 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:04 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:05 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:39:06 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:07 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:08 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:39:09 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:11 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:39:12 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:13 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:14 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:39:15 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:16 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:17 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:39:18 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:19 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:20 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:39:22 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:23 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:39:24 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:25 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:26 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:39:27 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:29 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:31 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:32 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:33 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:39:35 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:36 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:39:37 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:38 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:39 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:39:40 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:41 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:42 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:39:43 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:44 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:45 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:39:46 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:47 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:49 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:50 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:52 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:53 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:54 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:39:55 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:39:56 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:39:57 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:00 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:01 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:02 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:03 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:04 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:06 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:07 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:40:08 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:09 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:10 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:11 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:12 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:13 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:14 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:15 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:16 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:17 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:18 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:19 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:20 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:21 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -24 | DataHex: 020106050955542D330716E6FC05510400
16:40:22 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:23 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:40:24 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:25 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:27 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:28 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:29 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:30 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:31 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:32 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:33 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:34 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:40:35 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:40:36 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:37 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:38 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:40:39 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:40 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:41 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:40:42 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:43 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:44 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:45 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:40:46 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:48 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:40:49 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:50 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:51 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:40:53 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:54 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:40:55 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:40:56 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:40:57 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:40:58 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -22 | DataHex: 020106050955542D330716E6FC05510400
16:40:59 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:00 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:01 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:02 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:03 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:04 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:05 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:06 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:07 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:09 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:11 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:12 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:13 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -18 | DataHex: 020106050955542D330716E6FC05510400
16:41:14 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:15 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:16 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -18 | DataHex: 020106050955542D330716E6FC05510400
16:41:17 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -22 | DataHex: 020106050955542D330716E6FC05510400
16:41:18 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:19 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:20 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:21 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:22 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:23 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:24 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:25 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:26 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:27 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:28 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:29 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:30 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:31 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -18 | DataHex: 020106050955542D330716E6FC05510400
16:41:32 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:33 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:34 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:35 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:36 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:37 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:41:38 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:39 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:40 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -20 | DataHex: 020106050955542D330716E6FC05510400
16:41:41 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:42 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:43 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:41:44 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:45 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:46 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:41:47 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:48 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
16:41:49 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -21 | DataHex: 020106050955542D330716E6FC05510400
16:41:50 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -19 | DataHex: 020106050955542D330716E6FC05510400
16:41:51 INFO   CRC VALID | Address: 50:32:5F:D7:1B:7A | RSSI: -23 | DataHex: 020106050955542D330716E6FC05510400
